id,payment_status,created_at,score,icc,status,age,gender,income,housing_type,economic_dependents,occupancy_type,level_of_studies,tenure,state,reasson,rate,term,total_debt,amount_to_be_lend,marital_status,1_day_>_delinquencies_in_the_last_6_months,30_days_>_delinquencies_in_the_last_12_months,Account_has_an_important_observation_code,Check_if_the_user_has_other_loan_requests_in_ANALYSIS,Check_if_the_user_has_past_approved_loan_request,Check_if_the_user_has_past_rejected_loan_request,Counting_all_loans,Counting_installment_loans_type_I__M__O__X,Counting_revolvent_loans_type_R,DebtWithoutRE&12mAU___AnualIncome,DebtWithoutRE_AnualIncome_Ratio,Debt_To_Income_ratio_(Digitt_12_months),Debt_To_Income_ratio_(Digitt_15_months),Debt_To_Income_ratio_(Digitt_9_months),Digitt_payment_12_months_VS_average_last_payments,Digitt_payment_15_months_VS_average_last_payments,Digitt_payment_9_months_VS_average_last_payments,Employer_matches_to_Buro_employer,Evaluating_how_long_the_user_has_been_in_buro,Get_accounts_opened_recently.,Inquiries_in_the_last_6_months,Loan_request_Address_matches_to_Buros_Address,Percentage_of_revolving_credit_solved_by_digitt_credit._digitt_credit_all_revolving_credit,Personal_info_matches_to_Buros_personal_info,Revolving_LoC_Usage_ratio,bank_0,name_0,match_balance_address_0,loan_amount_0,rate_0,bank_1,name_1,match_balance_address_1,loan_amount_1,rate_1,bank_2,name_2,match_balance_address_2,loan_amount_2,rate_2,bank_3,name_3,match_balance_address_3,loan_amount_3,rate_3,bank_4,name_4,match_balance_address_4,loan_amount_4,rate_4
8149,,2019-08-02 20:52:56.515255+00,665,6,REJECTED,44,M,40000,PROPIO,3,Negocio propio,Licenciatura,10,México,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K | MANY_OPEN_ACCOUNTS,30,12,160000,154531,CASADO,1,0,,,,,15,2,13,1.633,1.633,1.8954,1.8309,2.0034,1.0356,0.8624,1.3257,0.352941,182.699,1,5,0.625,0.2179,1,0.8498,Inbursa,Walmart,1,154531,80,,,,,,,,,,,,,,,,,,,,
8145,,2019-08-02 19:20:10.24574+00,647,5,REJECTED,47,M,15000,PROPIO,2,Empleado,Licenciatura,5,Veracruz de Ignacio de la Llave,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,32,15,30000,31824,CASADO,3,0,,,,,9,3,6,1.0526,1.0526,1.1273,1.0919,1.1867,1.8046,1.5065,2.3043,1,238.793,3,11,0.442478,0.3636,0.944444,0.7254,BBVA Bancomer,Oro,1,31824,63.5,,,,,,,,,,,,,,,,,,,,
8135,,2019-08-02 16:28:28.576543+00,691,3,REJECTED,27,M,25000,RENTADO,0,Negocio propio,Licenciatura,2,Aguascalientes,MONTHLY_DEBT_PAYMENT,26,15,48000,48000,SOLTERO,0,0,,,,,13,7,6,2.1291,2.545,1.1771,1.145,1.2308,0.2715,0.2249,0.3493,0,91.8219,4,9,0.638298,0.6988,0.939394,0.8266,American Express,The Gold Elite,-1,13000,56.42,BBVA Bancomer,Oro,1,35000,90.24,,,,,,,,,,,,,,,
8123,,2019-08-01 23:53:36.745942+00,626,7,REJECTED,27,M,16000,PROPIO,0,Empleado,Licenciatura,3,Michoacán de Ocampo,MONTHLY_DEBT_PAYMENT,35,12,36000,22007.93,SOLTERO,,,UP,,,1,7,0,5,0.5624,0.5624,0.6638,0.6409,0.7023,0.0907,0.076,0.1154,0.12766,70.3802,0,1,0.642857,0.2038,1,0.449,Citibanamex,Clásica,1,16063.15,55.51,Citibanamex,Soriana,1,5944.78,24.36,,,,,,,,,,,,,,,
8111,Too early to know,2019-08-01 17:39:30.841616+00,646,5,APPROVED,29,M,45000,PROPIO,2,Empleado,Licenciatura,1,Nuevo León,,32,12,16426,16202,CASADO,,0,,,,,15,9,6,0.3516,0.4546,0.4403,0.4343,0.4504,1.5587,1.3012,1.9902,1,121.501,4,8,0.737864,0.4759,1,0.307,Scotiabank,Linio,-1,16202,48.5,,,,,,,,,,,,,,,,,,,,
8109,,2019-08-01 17:05:43.560386+00,652,1,REJECTED,58,M,16000,RENTADO,0,Empleado,Licenciatura,9,Baja California,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,32,15,126000,66000,SOLTERO,3,,CL,1,,,8,4,4,0.9646,0.9646,1.4446,1.3757,1.5599,,,,0.181818,284.403,37,27,0.592593,0.4263,1,0.9434,Santander,Aeromexico,0,66000,63.96,HSBC,Básica,0,0,63.12,,,,,,,,,,,,,,,
8108,,2019-08-01 16:40:24.107145+00,639,5,REJECTED,39,F,10000,PROPIO,1,Empleado,Licenciatura,0,Jalisco,MONTHLY_DEBT_PAYMENT | BAD_CREDIT_HISTORY | HIGH_CREDIT_LINE_USAGE,33,15,41049,41049.7,SOLTERO,0,0,CL|CL|PC|LC,,,,5,3,2,0.8114,0.8114,1.9374,1.8689,2.0522,1.7872,1.4937,2.2791,0.111111,188.306,0,3,0.65625,0.4394,0.942857,0.7533,Banorte,Oro Mujer Banorte,-1,41049.7,53.76,,,,,,,,,,,,,,,,,,,,
8098,Too early to know,2019-08-01 15:33:32.249191+00,701,7,APPROVED,31,M,40000,RENTADO,2,Empleado,Licenciatura,1,Hidalgo,,25,9,69494,56878.09,CASADO,0,0,,,,,11,5,6,0.2655,0.2655,0.2939,0.2701,0.3337,0.5238,0.4335,0.6748,1,100.046,0,9,0.615385,0.6568,1,0.7092,Citibanamex,Oro,1,22589.09,54.13,Banorte,Clásica,1,34289,64.56,,,,,,,,,,,,,,,
8090,Too early to know,2019-08-01 06:48:42.22107+00,633,0,APPROVED,23,M,37000,PROPIO,0,Empleado,Licenciatura,3,Ciudad de México,,34,12,44000,47274,SOLTERO,0,4,CL,,,,9,5,4,0.299,0.299,0.468,0.4467,0.5037,0.8197,0.6859,1.044,0.3,68.0024,11,26,0.571429,0.5624,1,1.0574,BBVA Bancomer,Oro,1,47274,90.24,,,,,,,,,,,,,,,,,,,,
8081,Too early to know,2019-08-01 05:27:24.427134+00,698,7,APPROVED,25,M,7500,RENTADO,1,Empleado,Preparatoria,0,San Luis Potosí,,25,12,10672,10672.72,SOLTERO,0,0,,,,,5,0,4,0.2526,0.2526,0.31,0.2862,0.3498,1.1269,0.9326,1.4518,0.0625,35.4845,0,4,0.566038,0.4695,1,0.6589,Inbursa,Sam's Club,-1,10672.72,70,,,,,,,,,,,,,,,,,,,,
8080,Too early to know,2019-08-01 04:48:49.047107+00,649,5,APPROVED,26,M,24000,RENTADO,1,Empleado,Licenciatura,1,Jalisco,,32,9,10000,12233,UNION_LIBRE,1,0,CL,,,,6,0,5,0.1401,0.1401,0.1897,0.1812,0.2039,0.1329,0.1109,0.1697,0.3125,93.6127,0,4,0.712871,0.3031,1,0.6433,Inbursa,Walmart,-1,12233,119.64,,,,,,,,,,,,,,,,,,,,
8069,Too early to know,2019-08-01 01:51:16.35714+00,677,8,APPROVED,30,F,12000,FAMILIA,2,Negocio propio,Preparatoria,4,Jalisco,,28,12,22000,21606.16,CASADO,0,0,,,,,1,0,1,0.1346,0.1346,0.1777,0.1476,0.2281,1.032,0.8573,1.3244,0.114286,103.286,0,3,0.823529,1.1146,1,0.6778,BanCoppel,BanCoppel Visa,1,21606.16,63.5,,,,,,,,,,,,,,,,,,,,
8066,Too early to know,2019-07-31 23:43:19.329023+00,656,4,APPROVED,40,M,120000,PROPIO,0,Negocio propio,Licenciatura,7,Querétaro,,31,12,45000,44915,CASADO,8,0,CL,,,1,17,8,9,0.3407,0.3853,0.5286,0.5224,0.5391,0.828,0.6904,1.0586,0.0606061,187.638,12,14,0.489796,0.1342,1,0.7878,BBVA Bancomer,Oro,-1,44915,90.24,,,,,,,,,,,,,,,,,,,,
8062,,2019-07-31 22:57:34.995274+00,641,4,REJECTED,26,M,30000,PROPIO,0,Empleado,Posgrado,2,Querétaro,MANY_OPEN_ACCOUNTS | HIGH_CREDIT_LINE_USAGE | LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT,33,15,94868,27366.46,SOLTERO,,1,,,,,9,4,5,0.5154,0.8258,0.9934,0.9782,1.0189,0.0572,0.0478,0.073,0.171429,84.4435,1,8,0.5,0.1947,1,1.3135,American Express,Aeroméxico,1,27366.46,59.64,,,,,,,,,,,,,,,,,,,,
8061,,2019-07-31 21:36:25.829112+00,640,2,REJECTED,23,M,20000,RENTADO,1,Negocio propio,Licenciatura,2,Baja California,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS | HIGH_CREDIT_LINE_USAGE,33,12,38755,38754,SOLTERO,1,0,,,,,5,2,3,0.7173,0.7173,0.7454,0.713,0.7996,1.6331,1.365,2.0827,0.604651,30.732,0,2,0.623853,0.3283,1,0.9936,BBVA Bancomer,Oro,1,38754,63.47,,,,,,,,,,,,,,,,,,,,
8058,,2019-07-31 20:55:31.989631+00,676,4,REJECTED,34,M,10000,FAMILIA,0,Empleado,Licenciatura,2,México,MONTHLY_DEBT_PAYMENT,28,15,60000,58969,SOLTERO,0,0,,,,,11,4,7,1.9238,1.9238,1.7236,1.6251,1.8886,1.099,0.9129,1.4104,0.666667,153.667,7,7,0.484211,0.6164,1,0.8198,Inbursa,Clásica,1,19890,48,Inbursa,Walmart,1,39079,70,,,,,,,,,,,,,,,
8055,,2019-07-31 19:08:02.539555+00,653,4,REJECTED,25,M,9500,PROPIO,0,Empleado,Licenciatura,2,Veracruz de Ignacio de la Llave,MONTHLY_DEBT_PAYMENT,31,12,17211,17211.52,SOLTERO,1,0,,,,1,7,2,5,0.7649,0.7649,0.6792,0.649,0.7299,1.3735,1.1452,1.756,0.486486,64.2448,0,7,0.545455,0.304,1,0.922,Santander,Aeromexico,-1,17211.52,63.96,,,,,,,,,,,,,,,,,,,,
8053,Too early to know,2019-07-31 18:11:50.413223+00,682,4,APPROVED,29,F,12000,PROPIO,0,Empleado,Licenciatura,4,Jalisco,,27,12,10960,10487.69,SOLTERO,0,0,,,1,1,6,3,3,0.2224,0.2224,0.1717,0.1571,0.1961,0.2256,0.1871,0.2899,0.631579,74.0177,2,3,0.720721,0.4405,1,0.7003,Citibanamex,Oro,1,10487.69,55.74,,,,,,,,,,,,,,,,,,,,
8037,,2019-07-31 04:51:59.039052+00,655,2,REJECTED,33,M,15000,PROPIO,1,Empleado,Licenciatura,3,Nuevo León,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | MANY_NEW_ACCOUNTS | MANY_RECENT_DELINQUENCIES,31,15,71000,64349,CASADO,10,20,PC,,,,14,6,8,1.0433,1.0433,2.0761,2.0045,2.1961,0.9031,0.7529,1.1545,0,166.387,18,17,0.558559,0.3785,1,0.7492,Banorte,Oro,1,33000,59.5,Inbursa,Sam's Club,1,13000,80,BanCoppel,BanCoppel Visa,1,18349,69,,,,,,,,,,
8032,Too early to know,2019-07-31 03:30:32.730169+00,661,5,APPROVED,24,F,10000,PROPIO,1,Empleado,Licenciatura,1,Veracruz de Ignacio de la Llave,,30,12,29800,20445.17,CASADO,0,0,,,,,5,0,5,0.2125,0.2125,0.3176,0.2835,0.3748,0.1903,0.1585,0.2437,1,64.2238,2,8,0.598425,0.8016,1,0.6101,HSBC,Zero,0,4774,67.5,BBVA Bancomer,Vive,1,2995.81,65.5,Citibanamex,Clásica,0,12675.36,53.51,,,,,,,,,,
8031,,2019-07-31 02:11:03.033035+00,656,6,REJECTED,31,F,10600,FAMILIA,1,Empleado,Licenciatura,8,Tamaulipas,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,31,15,100751,100751.86,SOLTERO,1,0,,,,,5,2,3,1.4533,1.4533,2.4692,2.3106,2.7351,0.2047,0.1707,0.2617,0.761905,99.5123,2,9,0.846154,0.7794,1,0.8218,HSBC,Oro,0,90441.68,63.36,BanCoppel,BanCoppel Visa,0,10310.18,63.5,,,,,,,,,,,,,,,
8030,,2019-07-30 23:58:00.690847+00,633,3,REJECTED,31,F,19000,RENTADO,0,Empleado,Licenciatura,0,Ciudad de México,MONTHLY_DEBT_PAYMENT,34,15,45951,45951.06,SOLTERO,6,0,CL,,,,8,4,4,0.6474,0.6474,0.685,0.6446,0.7526,3.2914,2.7543,4.1922,0.153846,112.735,4,12,0.474227,0.4318,1,1.4245,Citibanamex,Best Buy,-1,27690.22,56.76,Citibanamex,Clásica,1,18260.84,56.76,,,,,,,,,,,,,,,
8024,,2019-07-30 19:24:45.718601+00,683,5,REJECTED,47,M,20000,RENTADO,1,Negocio propio,Licenciatura,8,México,MONTHLY_DEBT_PAYMENT,27,15,59427,59428.65,CASADO,3,6,,,,,7,3,4,0.3901,0.3901,0.6843,0.6346,0.7674,1.318,1.0935,1.6936,1,251.89,0,6,0.734694,0.9619,1,0.9389,Inbursa,Bodega Aurrera,1,13028,123.84,Scotiabank,Tradicional Oro,1,14652.15,48.5,Banorte,Oro,1,21647.36,53.64,Inbursa,Clásica,1,10101.14,48,,,,,
8023,Too early to know,2019-07-30 18:58:58.291639+00,679,7,APPROVED,27,M,11200,PROPIO,0,Negocio propio,Licenciatura,3,Morelos,,28,12,41000,36540,SOLTERO,1,0,,,,,4,0,4,0.3216,0.3216,0.5151,0.4606,0.6064,1.5442,1.2827,1.9817,0.121212,95.4381,0,3,0.722222,0.8455,1,0.6656,Santander,Free,1,36540,58.5,,,,,,,,,,,,,,,,,,,,
8018,,2019-07-30 17:47:29.033339+00,649,3,REJECTED,29,M,10000,FAMILIA,1,Empleado,Licenciatura,9,Oaxaca,MONTHLY_DEBT_PAYMENT | OTHER,32,12,13582,,CASADO,5,0,CL|LO,1,,,6,4,2,,,,,,,,,1,48.2753,4,12,0.92,,1,,Banorte,Clásica,0,0,64.56,,,,,,,,,,,,,,,,,,,,
8015,,2019-07-30 17:38:11.217042+00,649,3,REJECTED,29,M,10000,FAMILIA,1,Empleado,Licenciatura,9,Oaxaca,MONTHLY_DEBT_PAYMENT,32,15,13582,14755.2,CASADO,5,0,LO|CL,1,,,6,4,2,1.0219,1.0219,1.9165,1.8919,1.9578,4.5131,3.7675,5.7626,1,48.275,4,12,0.92,0.1333,1,0.9709,Banorte,Clásica,1,14755.2,64.56,,,,,,,,,,,,,,,,,,,,
8010,,2019-07-30 11:36:55.357166+00,670,3,REJECTED,39,F,20000,PROPIO,2,Empleado,Licenciatura,3,Ciudad de México,MONTHLY_DEBT_PAYMENT,29,12,58790,58790.47,CASADO,0,0,,,,1,7,4,3,1.6048,1.6048,1.6029,1.5538,1.6851,1.0006,0.8323,1.2826,0.883721,173.557,2,12,0.36036,0.3765,1,0.9514,BBVA Bancomer,Afinidad UNAM,1,58790.47,101.64,,,,,,,,,,,,,,,,,,,,
7994,Too early to know,2019-07-29 20:37:34.521907+00,638,6,APPROVED,28,F,5000,RENTADO,2,Empleado,Preparatoria,3,México,,34,12,6500,6500,SOLTERO,0,3,CL,,,,2,1,1,0.2985,0.2985,0.3812,0.3596,0.4176,1.314,1.0996,1.6737,0.809524,97.3113,0,1,0.553571,1.1354,1,0.9234,BBVA Bancomer,Azul,1,6500,68.11,,,,,,,,,,,,,,,,,,,,
7993,Too early to know,2019-07-29 20:09:46.637735+00,691,7,APPROVED,21,M,10500,FAMILIA,0,Empleado,Preparatoria,1,Ciudad de México,,26,15,14800,14800,SOLTERO,0,0,,,,,2,2,0,0.0379,0.0379,0.5923,0.5687,0.6317,,,,1,35.9236,1,11,0.590361,0,0.735294,,BBVA Bancomer,Azul,1,14800,68.47,,,,,,,,,,,,,,,,,,,,
7977,,2019-07-29 16:18:28.204571+00,679,6,REJECTED,29,M,30000,PROPIO,1,Empleado,Licenciatura,2,México,MONTHLY_DEBT_PAYMENT,28,12,34800,34780.89,CASADO,0,0,,,,,8,5,3,0.3878,0.4071,0.7778,0.7584,0.8102,0.0247,0.0205,0.0317,0.05,44.5636,1,7,0.730769,0.4671,1,0.9159,BBVA Bancomer,Afinidad UNAM,1,34780.89,101.64,,,,,,,,,,,,,,,,,,,,
7976,Too early to know,2019-07-29 16:10:18.532301+00,641,3,APPROVED,22,M,12000,FAMILIA,0,Negocio propio,Preparatoria,2,Morelos,,33,9,17000,17400.22,SOLTERO,1,0,LC|LC,,,,8,4,4,0.2664,0.2664,0.588,0.5638,0.6286,0.7072,0.5911,0.9018,0.133333,40.6924,14,6,0.526316,0.5901,1,0.9288,BanCoppel,BanCoppel Visa,1,17400.22,63.5,,,,,,,,,,,,,,,,,,,,
7974,,2019-07-29 16:04:20.665568+00,696,6,REJECTED,28,M,22000,FAMILIA,1,Empleado,Posgrado,5,México,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,25,15,50000,57166.09,SOLTERO,0,0,,,,,8,2,6,0.8781,0.8781,0.9429,0.8995,1.0156,1.7044,1.4105,2.1958,0.8,94.9181,0,2,0.5625,0.3187,1,0.8231,Citibanamex,Citi Rewards,0,57166.09,73.56,,,,,,,,,,,,,,,,,,,,
7970,,2019-07-29 15:27:00.781305+00,693,6,REJECTED,29,M,27000,FAMILIA,0,Empleado,Licenciatura,1,Nuevo León,MONTHLY_DEBT_PAYMENT,26,15,36000,31060.04,SOLTERO,0,0,,,,,8,3,5,0.5963,1.0605,0.8389,0.8197,0.8711,1.8032,1.4942,2.3202,0,130.917,0,8,0.516129,0.2508,1,0.8266,BBVA Bancomer,Rayados,1,31060.04,95.76,,,,,,,,,,,,,,,,,,,,
7964,Too early to know,2019-07-29 14:15:02.647661+00,695,4,APPROVED,32,M,40000,RENTADO,3,Empleado,Posgrado,3,Querétaro,,25,12,92000,60000,CASADO,0,0,,,,,8,1,7,0.4424,0.4424,0.4528,0.4278,0.4948,0.3939,0.326,0.5075,0.0606061,119.4,1,5,0.359551,0.3954,1,0.6482,BBVA Bancomer,Platinum,-1,60000,45.84,,,,,,,,,,,,,,,,,,,,
7960,Too early to know,2019-07-29 08:15:47.269389+00,677,7,APPROVED,25,M,6000,RENTADO,0,Empleado,Licenciatura,1,Ciudad de México,,28,12,12000,11700,SOLTERO,0,0,,,,,2,1,1,0.161,0.161,0.229,0.1964,0.2835,1.0471,0.8698,1.3438,0,44.3592,3,6,0.475248,1.0702,1,0.9111,BBVA Bancomer,Azul,1,11700,68.47,,,,,,,,,,,,,,,,,,,,
7950,,2019-07-29 02:56:43.597832+00,640,6,REJECTED,27,M,13000,FAMILIA,0,Empleado,Licenciatura,2,México,MONTHLY_DEBT_PAYMENT,33,12,23500,23000,SOLTERO,5,1,,,,,12,7,5,0.5333,0.5333,1.7746,1.7451,1.8241,1.2413,1.0374,1.5829,1,78.2553,7,15,0.734177,0.4705,1,0.9436,BBVA Bancomer,Oro,1,23000,90.24,,,,,,,,,,,,,,,,,,,,
7940,,2019-07-28 21:20:10.207028+00,694,6,REJECTED,57,F,12000,PROPIO,1,Empleado,Preparatoria,10,Baja California,MONTHLY_DEBT_PAYMENT,26,12,33217,30111.76,CASADO,0,0,,,,,6,1,5,0.4764,0.4764,0.9202,0.8782,0.9904,2.0497,1.6984,2.6373,0.097561,135.215,0,4,0.700855,0.4389,1,0.495,HSBC,Zero,0,30111.76,67.5,,,,,,,,,,,,,,,,,,,,
7914,,2019-07-28 02:19:20.215697+00,677,3,REJECTED,27,M,10000,PROPIO,0,Empleado,Licenciatura,1,Veracruz de Ignacio de la Llave,MONTHLY_DEBT_PAYMENT,28,12,16127,16127,SOLTERO,0,0,,1,1,,9,3,6,0.3598,0.3598,0.6624,0.6355,0.7075,2.0992,1.7438,2.6941,0.137931,96.4803,3,11,0.540984,0.3957,1,1.0449,Citibanamex,Citi Premier,1,16127,65.4,,,,,,,,,,,,,,,,,,,,
7913,,2019-07-28 02:03:44.930509+00,688,4,REJECTED,33,M,60000,PROPIO,0,Negocio propio,Licenciatura,1,Chihuahua,MONTHLY_DEBT_PAYMENT | LOAN_LARGER_60K,26,12,110562,239179.39,SOLTERO,0,0,,,,,12,7,5,1.1437,1.1437,0.965,0.8983,1.0765,1.861,1.5421,2.3945,1,100.448,4,24,0.831461,0.6733,1,0.9179,Santander,Free,1,44112.26,75.48,Citibanamex,Citi Premier,1,61351.32,65.4,Citibanamex,Platinum,1,133715.81,33.51,,,,,,,,,,
7912,,2019-07-28 01:54:35.89717+00,707,9,REJECTED,44,M,40000,PROPIO,3,Negocio propio,Licenciatura,10,Tamaulipas,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | MANY_NEW_ACCOUNTS | HIGH_CREDIT_LINE_USAGE,24,12,18446,18446,CASADO,4,10,,,,,15,12,3,0.6201,0.8045,0.9151,0.9074,0.928,1.7471,1.4441,2.2538,1,221.415,42,4,0.541176,0.9888,1,0.5637,Santander,Free,-1,18446,75.48,,,,,,,,,,,,,,,,,,,,
7911,,2019-07-28 01:23:46.276803+00,677,3,REJECTED,27,M,10000,PROPIO,0,Empleado,Licenciatura,2,Veracruz de Ignacio de la Llave,MONTHLY_DEBT_PAYMENT,28,12,7877,7877,SOLTERO,0,0,,1,1,,9,3,6,0.3598,0.3598,0.7089,0.6957,0.7309,1.0033,0.8334,1.2876,0.137931,96.479,3,11,0.540984,0.1933,1,1.0449,Citibanamex,B•smart,1,7877,56.76,,,,,,,,,,,,,,,,,,,,
7908,Too early to know,2019-07-28 01:06:50.992757+00,627,5,APPROVED,30,F,8000,PROPIO,0,Empleado,Licenciatura,4,Tabasco,,35,12,13000,12816.29,SOLTERO,1,1,,,,,7,3,4,0.195,0.195,0.2494,0.2227,0.2942,1.8456,1.5463,2.3478,0,48.6077,1,12,0.25,0.6846,1,0.6592,BBVA Bancomer,Azul,-1,12816.29,68.47,,,,,,,,,,,,,,,,,,,,
7905,Too early to know,2019-07-27 23:19:09.486654+00,700,8,APPROVED,23,M,5000,PROPIO,0,Empleado,Licenciatura,0,México,,25,15,6500,6452.63,SOLTERO,0,0,,,,1,2,0,2,0.1507,0.1507,0.1804,0.1588,0.2165,0.7511,0.6216,0.9676,0,94.4762,0,2,0.346939,0.7135,1,0.7235,Citibanamex,B•smart,1,6452.63,56.76,,,,,,,,,,,,,,,,,,,,
7897,,2019-07-27 18:39:00.388788+00,691,3,REJECTED,32,F,6000,FAMILIA,0,Empleado,Preparatoria,8,Quintana Roo,MONTHLY_DEBT_PAYMENT,26,12,10000,7325,SOLTERO,0,0,,,,,14,8,6,1.3877,1.3877,1.4473,1.4268,1.4814,0.4288,0.3553,0.5517,0.344828,90.0506,7,13,0.453782,0.2286,0.779221,0.9543,Inbursa,Walmart,1,7325,119.64,,,,,,,,,,,,,,,,,,,,
7891,,2019-07-27 15:09:53.621509+00,690,4,REJECTED,22,M,18000,PROPIO,0,Empleado,Licenciatura,2,Tamaulipas,MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS | MANY_NEW_ACCOUNTS | HIGH_CREDIT_LINE_USAGE,26,15,14000,13547.53,SOLTERO,0,0,CL,,,,18,8,10,0.542,0.8667,0.8859,0.8733,0.907,0.3827,0.3171,0.4924,0.285714,44.4975,6,26,0.905263,0.1705,1,0.7,Banorte,Oro,1,13547.53,59.5,,,,,,,,,,,,,,,,,,,,
7877,Too early to know,2019-07-26 22:52:09.337692+00,709,8,APPROVED,30,M,33800,FAMILIA,0,Empleado,Licenciatura,6,Nuevo León,,23,12,16393,20379.19,SOLTERO,0,0,,,,,3,0,2,0.1335,0.1335,0.194,0.184,0.2109,0.6875,0.5675,0.888,0,135.958,0,4,0.597403,0.3764,1,0.6811,Citibanamex,Oro,1,20379.19,70.92,,,,,,,,,,,,,,,,,,,,
7875,Too early to know,2019-07-26 21:51:56.564888+00,706,8,APPROVED,24,M,24000,PROPIO,0,Negocio propio,Preparatoria,1,Jalisco,,24,9,20000,25138,SOLTERO,0,0,,,,,6,0,6,0.3147,0.3147,0.4594,0.4419,0.4887,0.2048,0.1693,0.2643,0,70.9568,0,15,0.564706,0.2774,1,0.4037,Citibanamex,Citi Rewards,1,25138,73.56,,,,,,,,,,,,,,,,,,,,
7874,Too early to know,2019-07-26 21:36:14.13151+00,701,8,APPROVED,26,M,12000,FAMILIA,0,Negocio propio,Licenciatura,0,Jalisco,,25,12,50000,54936,SOLTERO,0,0,,,,,3,2,1,0.5206,0.5206,0.5232,0.4467,0.6513,0.6541,0.5413,0.8427,0.08,83.2804,1,2,0.680851,1.0672,1,0.9445,BBVA Bancomer,Oro,1,54936,90.24,,,,,,,,,,,,,,,,,,,,
7872,,2019-07-26 19:58:21.061077+00,628,7,REJECTED,36,F,35000,PROPIO,1,Empleado,Posgrado,3,Ciudad de México,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT | MANY_OPEN_ACCOUNTS,35,12,194410,311237.59,CASADO,5,4,,,,,10,3,7,0.8855,0.8855,1.0796,0.9313,1.3282,0.7359,0.6165,0.9361,0.195122,157.827,0,2,0.492958,0.8507,0.920635,0.4941,Citibanamex,Platinum,1,65136.16,40.51,American Express,The Platinum,1,78274.49,72,BBVA Bancomer,Oro,1,167826.94,90.24,,,,,,,,,,
7868,,2019-07-26 18:54:19.701641+00,643,7,REJECTED,32,M,20000,FAMILIA,2,Negocio propio,Licenciatura,6,Puebla,MONTHLY_DEBT_PAYMENT | SMALL_PREVIUS_PAYMENTS,33,15,57284,57283.62,CASADO,8,3,PC,,,,11,4,7,0.6589,0.6589,0.8778,0.83,0.9579,0.9647,0.8063,1.2303,0.214286,125.18,0,3,0.716049,0.3623,1,0.5324,Citibanamex,Clásica,1,57283.62,72.72,,,,,,,,,,,,,,,,,,,,
7865,Too early to know,2019-07-26 17:26:37.851424+00,639,3,APPROVED,26,F,21000,PROPIO,0,Empleado,Licenciatura,1,Ciudad de México,,33,12,20000,20816.8,SOLTERO,3,0,,,1,1,7,6,1,0.7557,0.7557,1.034,1.0174,1.0617,0.4327,0.3616,0.5518,0.210526,88.307,17,34,0.666667,1.0533,0.857143,0.9882,Santander,Free,1,20816.8,75.48,,,,,,,,,,,,,,,,,,,,
7856,,2019-07-26 15:19:10.720008+00,656,4,REJECTED,40,M,120000,PROPIO,0,Negocio propio,Licenciatura,7,Querétaro,LOAN_LARGER_60K | MONTHLY_DEBT_PAYMENT,31,12,95000,95067,CASADO,8,0,CL,,,,17,8,9,0.3397,0.3844,0.5281,0.5148,0.5502,1.0964,0.9142,1.4017,0.125,187.465,12,13,0.510204,0.2853,1,0.7846,BBVA Bancomer,Platinum,-1,50914,45.84,BBVA Bancomer,Oro,1,44153,90.24,,,,,,,,,,,,,,,
7830,Too early to know,2019-07-25 23:58:10.389215+00,646,3,APPROVED,35,M,14000,FAMILIA,0,Empleado,Licenciatura,6,Colima,,32,15,34800,34776.32,SOLTERO,4,0,CV,,,,7,3,4,0.2118,0.2118,0.3499,0.3085,0.4194,0.4616,0.3854,0.5895,1,90.3158,1,4,0.576923,1.0169,1,0.4556,Santander,Uni-Santander K,1,18045.85,75.48,Santander,Aeromexico,1,16730.47,63.96,,,,,,,,,,,,,,,
7822,Too early to know,2019-07-25 20:55:48.384578+00,717,9,APPROVED,37,M,6000,PROPIO,0,Negocio propio,Preparatoria,10,Ciudad de México,,22,12,16363,16320.97,SOLTERO,0,0,,,,,5,0,3,0.2625,0.2625,0.321,0.2755,0.3971,,,,0.148148,166.021,0,1,0.618557,0.8637,1,0.3,Inbursa,Walmart,0,16320.97,119.64,,,,,,,,,,,,,,,,,,,,
7821,,2019-07-25 20:49:14.435117+00,687,7,REJECTED,27,M,16000,RENTADO,3,Empleado,Preparatoria,5,Guanajuato,MONTHLY_DEBT_PAYMENT | BAD_CREDIT_HISTORY,27,15,80100,28842.44,CASADO,1,10,,,,1,8,7,1,0.6965,0.6965,1.5322,1.502,1.5826,0.2879,0.2388,0.3699,0.171429,116.086,1,9,0.650602,0.3929,1,0.9166,BBVA Bancomer,Oro,-1,28842.44,90.24,,,,,,,,,,,,,,,,,,,,
